scientific_name,longitude,latitude
Marmosops handleyi,-75.099083,6.873611
Marmosops handleyi,-75.099083,6.873611
Marmosops handleyi,-75.099083,6.873611
Marmosops handleyi,-75.099083,6.873611
Marmosops handleyi,-75.465833,7.095833
Marmosops handleyi,-75.465833,7.095833
Marmosops handleyi,-75.421306,7.072694
Marmosops handleyi,-75.421306,7.072694
Marmosops handleyi,-75.444778,7.083583
Marmosops handleyi,-75.444778,7.083583
