scientific_name,longitude,latitude
Marmosops chucha,-75.133333,6.933333
Marmosops chucha,-75.196944,6.589444
Marmosops chucha,-75.466667,7.1
Marmosops chucha,-75.416667,7.166667
Marmosops chucha,-75.433333,7.166667
Marmosops chucha,-75.433333,7.333333
Marmosops chucha,-74.788056,5.668889
Marmosops chucha,-74.929444,5.58
Marmosops chucha,-75.016667,5.7
Marmosops chucha,-74.95,5.616667
Marmosops chucha,-76.30965,6.55726
